market,slug,clobID,closingDate,outcome,probability7d,probability6d,probability5d,probability4d,probability3d,probability2d,probability1d,volume
Will voter turnout in the 2025 Polish presidential election be between 68-70%?,will-voter-turnout-in-the-2025-polish-presidential-election-be-between-68-70,45068808837003278882263108346462528125060174071117925109381427739935820193744,2025-06-01T12:00:00Z,True,0.72,0.74,0.815,0.8,0.845,0.83,0.875,456114.232052
Will voter turnout in the 2025 Polish presidential election be between 70-72%?,will-voter-turnout-in-the-2025-polish-presidential-election-be-between-70-72,38002064998644428921886819930918992347431883586358733138272927690341664589016,2025-06-01T12:00:00Z,False,0.6599999999999999,0.665,0.655,0.69,0.675,0.655,0.6950000000000001,548015.665534
Will another candidate win the Polish presidential election?,will-another-candidate-win-the-polish-presidential-election,77666384123899406784130086032331151525519372484802493597596020635686509644004,2025-06-01T12:00:00Z,True,0.9975,0.9975,0.9975,0.9975,0.9985,0.9995,0.9995,836853.169707
Will Lee Jun-seok win between 5% and 8% of the vote in the South Korea election?,will-lee-jun-seok-win-between-5-and-8-of-the-vote-in-the-south-korea-election,94092914885184858430014479821316652828769558571960761426875330407495892334491,2025-06-02T12:00:00Z,True,0.885,0.875,0.795,0.725,0.755,0.71,0.725,1398835.848873
Will Lee Jun-seok win more than 14% of the vote in the South Korea election?,will-lee-jun-seok-win-more-than-14-of-the-vote-in-the-south-korea-election,64350576834071973440486629457600812853649277273910779064403356767736007083715,2025-06-02T12:00:00Z,True,0.83,0.87,0.875,0.935,0.94,0.945,0.935,1712969.076817
Will Lee Jun-seok win between 8% and 11% of the vote in the South Korea election?,will-lee-jun-seok-win-between-8-and-11-of-the-vote-in-the-south-korea-election,46308154108810064712857607881704544619884753164290521785577943427848034329750,2025-06-02T12:00:00Z,False,0.6699999999999999,0.635,0.605,0.595,0.525,0.565,0.565,1732964.651788
Will Lee Jun-seok win between 2% and 5% of the vote in the South Korea election?,will-lee-jun-seok-win-between-2-and-5-of-the-vote-in-the-south-korea-election,80830529726292278031759302366132188639035517880023901797265582565998616228928,2025-06-02T12:00:00Z,True,0.9835,0.9765,0.984,0.964,0.9675,0.9565,0.9685,451665.705867
Will Lee Jun-seok win less than 2% of the vote in the South Korea election?,will-lee-jun-seok-win-less-than-2-of-the-vote-in-the-south-korea-election,52958449951145693890866955660253981440781269908309050027828043837824966465360,2025-06-02T12:00:00Z,True,0.8945,0.9299999999999999,0.9359999999999999,0.944,0.968,0.943,0.965,718642.646837
Will Lee Jun-seok win between 11% and 14% of the vote in the South Korea election?,will-lee-jun-seok-win-between-11-and-14-of-the-vote-in-the-south-korea-election,30677997158079822934029088637279881525796461459866992115998118230357376898344,2025-06-02T12:00:00Z,True,0.745,0.72,0.795,0.815,0.835,0.855,0.825,831948.913363
Will Won Hee-ryong be elected the next president of South Korea?,will-won-hee-ryong-be-elected-the-next-president-of-south-korea,80362032062721933048405619271765193081560417678104276451503354166600406229639,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,1000540.425978
Will Ahn Cheol-soo win 2nd place in the South Korean presidential election?,will-ahn-cheol-soo-win-2nd-place-in-the-south-korean-presidential-election,91702818191950896536180670986795127688363220141564093972959722277861872903619,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,100758.5655
Will Han Dong-hoon win 2nd place in the South Korean presidential election?,will-han-dong-hoon-win-2nd-place-in-the-south-korean-presidential-election,37057829967552804104921982670735858330871679433128450033749109983148471558801,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,1070477.80612
Will Lee Jae-myung win more than 65% of the vote in the South Korea election?,will-lee-jae-myung-win-more-than-65-of-the-vote-in-the-south-korea-election,23233126024420216301551249799513887984635210041904013340502169837978931664528,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,1101001.584017
Will Hong Joon-pyo win 2nd place in the South Korean presidential election?,will-hong-joon-pyo-win-2nd-place-in-the-south-korean-presidential-election,48826443146803547517635059204348651490509459309593873678081353312333176266371,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,114566.8245
Will Kim Moon-soo win between 25% and 30% of the vote in the South Korea election?,will-kim-moon-soo-win-between-25-and-30-of-the-vote-in-the-south-korea-election,13179531120850493301610198871683050090439610362192265031059213230714122444082,2025-06-03T12:00:00Z,True,0.9535,0.9725,0.9925,0.9685,0.986,0.9895,0.9755,116050.562551
Will Han Duck-soo be elected the next president of South Korea?,will-han-duck-soo-be-elected-the-next-president-of-south-korea,99807787656977522625963684964523586977251697133563219219420832774433952057314,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,11957034.639752
Will Lee Jae-myung win less than 35% of the vote in the South Korea election?,will-lee-jae-myung-win-less-than-35-of-the-vote-in-the-south-korea-election,5585906953244275118260851278774353129469211682926785365629061423026495111058,2025-06-03T12:00:00Z,True,0.9955,0.992,0.994,0.9965,0.996,0.995,0.9955,1257463.186653
Will Han Duck-soo win 3rd place in the South Korean presidential election?,will-han-duck-soo-win-3rd-place-in-the-south-korean-presidential-election,11634285508592746534091656919246312239379192100670583701767125550355093194204,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,127331.521873
Will Han Dong-hoon be elected the next president of South Korea?,will-han-dong-hoon-be-elected-the-next-president-of-south-korea,41159251885490328783882331289671252535304919182283604408433366971727098088030,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,12733593.001313
Will Lee Jae-myung win by over 23%?,will-lee-jae-myung-win-by-over-23,5302476616586189285971019117826647193456192511432977889695344457542547043851,2025-06-03T12:00:00Z,True,0.9945,0.9945,0.9945,0.9715,0.9875,0.9865,0.989,130225.118847
Will the candidate from the New Reform Party win the South Korean Presidential Election,will-the-candidate-from-the-new-reform-party-win-the-south-korean-presidential-election,5811670619013785020244687365574448978484822613154223874696689097658650087998,2025-06-03T12:00:00Z,True,0.9895,0.991,0.9955,0.996,0.998,0.996,0.999,1303961.085393
Will South Korea presidential election winner get over 50% of votes?,will-south-korea-presidential-election-winner-get-over-50-of-votes,113303915533968969267395806730188650601007754210854289561069127202989424327521,2025-06-03T12:00:00Z,True,0.52,0.555,0.57,0.715,0.695,0.65,0.63,13094030.56774
Will Lee Jae-myung win 60-65% of the vote in the South Korea election?,will-lee-jae-myung-win-60-65-of-the-vote-in-the-south-korea-election,45092794379888311345749020523421654376375869365807843241883210945271030132844,2025-06-03T12:00:00Z,True,0.997,0.9985,0.9975,0.9985,0.9975,0.9985,0.9985,1351464.607245
Will Kwon Yeong-guk be elected the next president of South Korea?,will-kwon-yeong-guk-be-elected-the-next-president-of-south-korea,10836075739842971558082294480082532979528420125985037443849961181760719358742,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,135210.0
Will Kim Moon-soo win more than 40% of the vote in the South Korea election?,will-kim-moon-soo-win-more-than-40-of-the-vote-in-the-south-korea-election,27755674227114333926720646853472030107631781436885912955368627616652747541944,2025-06-03T12:00:00Z,False,0.64,0.585,0.605,0.725,0.7150000000000001,0.71,0.605,1384006.589174
Will Kim Boo-kyum be elected the next president of South Korea?,will-kim-boo-kyum-be-elected-the-next-president-of-south-korea,40537784486693660634097694233022232970276300165510623182213084697160312456367,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,1420675.714832
Will Hwang Kyo-ahn win 3rd place in the South Korean presidential election?,will-hwang-kyo-ahn-win-3rd-place-in-the-south-korean-presidential-election,9247085862998733649454888477855811307469965792016120737230926812072070084008,2025-06-03T12:00:00Z,True,0.9965,0.996,0.996,0.9975,0.997,0.998,0.9995,159800.404136
Will Kim Dong-yeon win 2nd place in the South Korean presidential election?,will-kim-dong-yeon-win-2nd-place-in-the-south-korean-presidential-election,70679167163235103670859378322655319495550725223122054305258845313313913528389,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,166643.1125
Will the candidate from the Democratic Party (DPK) win the South Korean Presidential Election?,will-the-candidate-from-the-democratic-party-dpk-win-the-south-korean-presidential-election,107963240836823384006880395434632301314466890633434670852453583094193153340774,2025-06-03T12:00:00Z,True,0.905,0.925,0.935,0.9625,0.957,0.9565,0.9575,1721977.065586
Will Hwang Kyo-ahn be elected the next president of South Korea?,will-hwang-kyo-ahn-be-elected-the-next-president-of-south-korea,77569906835423586318958010176528558812226658672333073960861310454555680981850,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,176905.0
Will Lee Jae-myung win 35-40% of the vote in the South Korea election?,will-lee-jae-myung-win-35-40-of-the-vote-in-the-south-korea-election,26553709015000022436021086480995729047023316162249534468423042800309549885243,2025-06-03T12:00:00Z,True,0.9965,0.9945,0.994,0.9985,0.9975,0.996,0.9935,1807640.794135
Will another person win the South Korean election?,will-another-person-win-the-south-korean-election,100649170063654616824513086251385410947751157580010931480833708844340018432958,2025-06-03T12:00:00Z,True,0.91,0.92,0.9299999999999999,0.968,0.952,0.9495,0.963,186797.876977
Will Lee Jae-myung win by between 20-23%?,will-lee-jae-myung-win-by-between-20-23,92598857741213748720645247325551786209911851472344381779534843200070284423346,2025-06-03T12:00:00Z,True,0.9685,0.968,0.9845,0.8975,0.922,0.9345,0.9475,200115.854146
Will Lee Jae-myung win by between 14-17%?,will-lee-jae-myung-win-by-between-14-17,114094249393043021107390246122911657283104869552625897199533633601759302571003,2025-06-03T12:00:00Z,True,0.835,0.845,0.845,0.755,0.77,0.72,0.71,204100.760877
Will Oh Se-hoon be elected the next president of South Korea?,will-oh-se-hoon-be-elected-the-next-president-of-south-korea,19320458673962550509089859718894948017265338290284226285217660885790470282885,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,2049072.85254
Will Kwon Yeong-guk win 3rd place in the South Korean presidential election?,will-kwon-yeong-guk-win-3rd-place-in-the-south-korean-presidential-election,13989996451358698894019093491236377171325997373697701670845240507310294620838,2025-06-03T12:00:00Z,True,0.901,0.91,0.915,0.9575,0.9565,0.966,0.9785,215393.320209
Will Kim Moon-soo win 3rd place in the South Korean presidential election?,will-kim-moon-soo-win-3rd-place-in-the-south-korean-presidential-election,93413472226447631101208095289636226521502500779141825564173564678040069757790,2025-06-03T12:00:00Z,True,0.99,0.985,0.997,0.998,0.9975,0.994,0.997,218554.566726
Will Lee Jae-myung win 2nd place in the South Korean presidential election?,will-lee-jae-myung-win-2nd-place-in-the-south-korean-presidential-election,99124402718412460005088137258688986891775573616266868069087176027783311573851,2025-06-03T12:00:00Z,True,0.931,0.938,0.938,0.9705,0.9605,0.955,0.9565,2392656.791775
Will Lee Jae-myung win 40-45% of the vote in the South Korea election?,will-lee-jae-myung-win-40-45-of-the-vote-in-the-south-korea-election,6975549292676718957132493825743202341302468739570868779893410130333095738284,2025-06-03T12:00:00Z,True,0.9410000000000001,0.9485,0.962,0.979,0.968,0.9685,0.968,2393986.755839
Will Lee Jae-myung win by between 17-20%?,will-lee-jae-myung-win-by-between-17-20,96395571512985462150112631777347537188856428825597745433597016346986862935131,2025-06-03T12:00:00Z,True,0.885,0.89,0.95,0.8049999999999999,0.875,0.875,0.85,265399.180715
Will Lee Jae-myung win 55-60% of the vote in the South Korea election?,will-lee-jae-myung-win-55-60-of-the-vote-in-the-south-korea-election,6799005276435682712623693239755396269681578810890663972085927426153228804882,2025-06-03T12:00:00Z,True,0.945,0.94,0.925,0.905,0.925,0.925,0.925,2783869.642806
Will Lee Nak-yon win 2nd place in the South Korean presidential election?,will-lee-nak-yon-win-2nd-place-in-the-south-korean-presidential-election,12374332910871223241220314776491316250416252246566051638474806751031414277467,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,310461.211
Will Na Kyung-won be elected the next president of South Korea?,will-na-kyung-won-be-elected-the-next-president-of-south-korea,7398660822140960157194803422594654808226918790076828536302062678942556185973,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,3259437.761553
Will Kim Moon-soo win between 30% and 35% of the vote in the South Korea election?,will-kim-moon-soo-win-between-30-and-35-of-the-vote-in-the-south-korea-election,56984197134209816621400094782350081278209947541544128944846266864528599403930,2025-06-03T12:00:00Z,True,0.875,0.845,0.845,0.875,0.87,0.865,0.855,347278.507946
Will the candidate from the Rebuilding Korea Party win the South Korean Presidential Election?,will-the-candidate-from-the-rebuilding-korea-party-win-the-south-korean-presidential-election,62256294390584982955431713032836905132199970116818864738099504849235710803954,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,351106.391298
Will Kim Moon-soo win 2nd place in the South Korean presidential election?,will-kim-moon-soo-win-2nd-place-in-the-south-korean-presidential-election,80714873928933762733817803756865731731310221274307953523977687180323147037924,2025-06-03T12:00:00Z,True,0.9095,0.9205,0.926,0.9625,0.953,0.949,0.95,4024661.567987
Will Lee Jae-myung win by between 11-14%?,will-lee-jae-myung-win-by-between-11-14,19797430377241432386625187264293210614135031728679955492844742504233902287471,2025-06-03T12:00:00Z,True,0.835,0.8,0.795,0.815,0.77,0.74,0.735,421153.630825
Will Han Duck-soo win 2nd place in the South Korean presidential election?,will-han-duck-soo-win-2nd-place-in-the-south-korean-presidential-election,2336578408106554348811742284219445223499949196886263142431471301521896665124,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,4288767.039625
Will Lee Jun-seok not endorse any candidate?,will-lee-jun-seok-not-endorse-any-candidate,95927705967072898934204002494725046353017545241213213985238458063462548237169,2025-06-03T12:00:00Z,True,0.93,0.9065,0.965,0.9705,0.953,0.9575,0.9545,438479.499197
Will Kim Moon-soo win between 35% and 40% of the vote in the South Korea election?,will-kim-moon-soo-win-between-35-and-40-of-the-vote-in-the-south-korea-election,96857884802242740006839280455491348847300791372004064776805815006372158446476,2025-06-03T12:00:00Z,True,0.5349999999999999,0.62,0.565,0.555,0.56,0.555,0.6,441839.8629
Will Hong Joon-pyo be elected the next president of South Korea?,will-hong-joon-pyo-be-elected-the-next-president-of-south-korea,9086912973575808990177467802537700961904114462734372436349247279120439785570,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,4457911.683177
Will Ahn Cheol-soo be elected the next president of South Korea?,will-ahn-cheol-soo-be-elected-the-next-president-of-south-korea,99197801343931388619992806289739383494840428879471639472154692985940339712114,2025-06-03T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,4565521.929049
Will Lee Jun-seok endorse Kim Moon-soo?,will-lee-jun-seok-endorse-kim-moon-soo,48988186631511326044267366856837124466094500108732950034851526244647164363396,2025-06-03T12:00:00Z,True,0.931,0.9085,0.9675,0.9765,0.9635,0.957,0.9635,459783.995308
